CODERESP;SECURITYID;BIRTHYEARR;control1;control3;CONTROL3@;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;REASON1ACC1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON1ACC1_05;REASON1ACC1_06;REASON1ACC1_07;REASON2ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON2ACC1_04;REASON2ACC1_05;REASON2ACC1_06;REASON2ACC1_07;REASON1DEN1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON1DEN1_04;REASON1DEN1_05;REASON2DEN1;REASON2DEN1_01;REASON2DEN1_02;REASON2DEN1_03;REASON2DEN1_04;REASON2DEN1_05;IMPORTANCE1;VOTE2;VOTE2A;VOTE2B;VOTE2C;REASON1ACC2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON1ACC2_04;REASON2ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON2ACC2_03;REASON2ACC2_04;REASON2ACC2_05;REASON1DEN2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON1DEN2_04;REASON1DEN2_05;REASON1DEN2_06;REASON2DEN2;REASON2DEN2_01;REASON2DEN2_02;REASON2DEN2_03;REASON2DEN2_04;IMPORTANCE2;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_6;TRUST_7;TRUST_8;TRUST_9;TRUST_10;TRUST_13;TRUST_16;TRUST_23;TRUST_29;TRUST_31;TRUST_63;LRSP;VALUE1;VALUE3;VALUE4;VALUE8;VALUE9;VALUE10;VALUE12;VALUE13;VALUE16;VALUE17;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;ZUSATZ1_1;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;ZUSATZ2_1;ZUSATZ2_2;ZUSATZ3;MEDEREI_1;MEDEREI_2;MEDEREI_3;ZUSATZ4;ZUSATZ5;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSD;CONFESSR;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2
10517;20240922.46636.242;1978;99999998;99999998; ;2;3;2;0;0;0;0;0;0;0;0;0;0;1;99;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;6;6;98;98;98;98;6;98;98;98;98;9;5;6;3;6;98;9;3;3;3;3;9;9;9;9;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;2;2;98;8;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;18;1;1;1;2;2;32;8;3;33;10;2;2;32;1;5;1;2;1,23733535444065;1,24474525692122
10525;20240922.44636.242;1989;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Wir haben jetzt schon einen sehr hohen Biodiversitätsanteil und die Nahrungsmittelproduktion soll noch mehr hier produziert werden und nicht im Ausland.;31;56; ; ; ; ;99; ; ; ; ;10;2;99999998;1;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;5;8;8;8;2;3;3;9;5;5;1;3;10;2;2;2;4;9;4;5;6;6;4;2;1;2;4;3;1;1;4;3;2;2;1;1;3;2;3;3;2;3;2;2;2;3;3;3;2;2;2;8;8;2;8;3;2;7;5;5;3;0;9;0;6;0;0;0;0;0;0;0;0;0;7;0;7;4;1;9;1;1;1;1;2;4;32;2;99999998;99999998;10;99999998;2;32;1;4;1;2;,930278905969906;,804424952322881
10527;20240922.44885.242;1999;99999998;99999998; ;2;4;2;0;0;0;0;0;0;0;0;0;1;0;16;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;98;98;98;0;98;98;98;5;98;98;98;98;98;98;98;5;4;3;4;3;4;5;5;3;4;6;5;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;98;98;8;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;8;2;2;2;99999998;99999998;32;1;99999998;11;10;8;8;99999998;99999998;10;8;8;1,36710102561941;1,37528804237648
10534;20240922.36577.242;1949;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;99;1;8;99999998;99999998;Die Umwelt ist für mich das Wichtigste. Wenn man nein stimmt, passiert wieder nichts.;12; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;10;1;8;99999998;99999998; ;99; ; ; ; ; ; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;10;7;6;7;7;5;7;6;10;5;10;7;98;6;9;9;5;4;9;9;9;5;1;2;1;1;2;1;1;1;1;1;1;3;3;4;3;2;1;3;1;3;3;8;2;2;2;4;1;1;2;1;3;3;10;9;9;4;4;4;4;6;6;8;98;0;98;98;9;4;4;4;0;0;3;3;2;3;1;10;4;1;1;1;2;5;33;7;7;99999998;10;99999998;2;40;7;13;1;2;,420772560739123;,596455332193927
10536;20240922.49335.242;1965;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;2;1;1;99999998;99999998;Klima;41;42; ; ; ; ; ; ;99; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;7;1;1;99999998;99999998; ;99; ; ; ; ; ; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;5;7;7;5;2;5;5;5;5;5;5;6;5;6;7;5;5;5;3;1;1;6;1;1;1;1;6;1;2;1;1;1;1;2;2;2;1;2;3;2;2;1;3;2;2;1;2;2;98;1;98;8;8;3;10;5;5;5;0;5;5;0;10;5;0;0;0;0;3;0;0;5;0;1;5;0;0;4;1;8;2;1;1;1;2;4;22;3;99999998;98;23;1;2;22;3;8;1;2;,302758214131666;,429167127407585
10537;20240922.44026.242;1986;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;7;2;99999998;2;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;6;7;7;5;7;6;6;6;6;6;6;7;8;4;7;5;5;6;3;3;3;4;2;9;4;3;4;5;1;1;2;8;2;3;2;3;2;1;2;2;2;8;2;2;8;2;1;3;98;1;98;4;2;3;2;3;0;7;2;4;3;3;3;5;0;0;0;0;0;0;5;0;0;3;3;5;7;8;1;7;18;1;1;1;2;2;32;3;99999998;32;10;3;8;99999998;99999998;4;1;1;,659107805319682;,569939575612688
10539;20240922.33437.242;1988;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Wir sollten mehr kleine Projekte - naturwiese statt Englischerrasen - bei den einzelnen Bürgern anpeilen. Die Initiative ging für mich zu weit und war zu einseitig;51;52; ; ; ; ;99; ; ; ; ;10;2;99999998;2;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Ich have bis am Scluss nicht ganz verstaneen worum es geht bzw. was die Folgen sind.;53;52; ; ; ; ; ;99; ; ; ;98;8;5;5;5;98;8;8;8;98;98;5;9;8;98;8;98;5;5;5;4;5;1;4;2;2;5;3;1;1;2;2;1;2;2;2;3;2;3;8;2;2;2;8;2;2;2;8;2;1;98;3;1;2;6;6;6;6;7;0;3;0;0;0;7;0;0;0;0;3;3;2;0;0;5;0;9;2;2;10;4;1;1;1;2;2;52;3;99999998;33;10;2;8;99999998;99999998;9;1;1;,522034732020903;,451410605703218
10541;20240922.41789.242;1974;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Mit der hohe Zuwanderung zerstören wir laufend die bereits vorhandenen Biodiversität. Jeder Quadratmeter Bauland, die für die laufende Zuwanderung für neue Wohneinheiten benötigt werden, zerstört unsere Natur !!!!;31;90; ; ; ;Stoppt endlich die Zuwanderungen - Jeder Einzelne von denen,  ist mitverantwortlich der Zerstörung, der bereits vorhandenen Biodiversität !!!!;13;90; ; ; ;3;1;2;99999998;99999998; ;99; ; ; ; ; ; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;8;4;4;7;3;6;7;8;10;8;7;9;9;8;7;5;9;9;3;6;6;6;2;2;1;1;6;5;1;1;4;3;3;1;1;1;8;1;2;2;2;1;3;1;2;2;2;3;1;1;1;1;1;3;2;3;9;0;0;0;5;5;5;8;0;8;2;0;7;7;6;6;9;5;6;8;6;3;1;10;1;1;8;1;2;4;32;3;99999998;32;10;1;8;99999998;99999998;6;1;1;1,68739019260445;1,35040257169039
10553;20240922.47493.242;1941;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;2;1;4;99999998;99999998;Die Biodiversität ist auch wichtig für unser Klima;42;41; ; ; ; ; ; ;99; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;9;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Die Vorlage war für mich schwer verständlich und widersprüchlich;52;53;54; ; ; ; ;99; ; ; ;4;3;3;98;4;2;98;98;6;4;6;98;98;6;7;9;98;3;2;4;3;8;2;8;4;4;6;3;1;1;1;1;1;2;3;2;2;2;2;8;1;8;8;3;8;2;8;3;98;1;1;2;2;2;9;9;9;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;8;98;98;3;1;98;2;1;2;1;1;2;32;7;7;99999998;23;99999998;8;99999998;99999998;2;1;2;,979032528075203;,861752552676514
10557;20240922.32967.242;1983;99999998;99999998; ;2;3;2;0;0;0;0;0;0;0;1;0;0;0;8;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;5;98;98;5;98;5;98;98;98;98;5;5;5;5;5;98;4;1;3;5;1;5;2;5;3;5;9;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;98;98;8;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;9;2;2;1;2;2;32;8;3;33;10;1;2;52;1;15;1;2;1,97435237871555;1,98102722593376
10558;20240922.48285.242;2002;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;4;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Es kann nicht sein das wir aus der landwirtschaft immer verantwortlich gemacht werden für alles wenn sich was änder muss dann müssen auch di andern(städtler) ihren beitag dazu leisten.!;21;13; ; ; ;Die landwirtschaft macht bereits viel für die biodiversität;31; ; ; ; ;10;1;2;99999998;99999998; ;99; ; ; ; ; ; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;5;2;2;5;4;2;3;4;3;5;0;2;10;0;7;0;4;7;6;3;6;6;6;6;8;1;6;6;1;1;4;4;3;1;1;1;3;8;2;8;8;8;8;8;8;8;8;8;2;1;98;4;8;3;98;98;98;0;98;98;10;98;98;98;98;9;98;98;98;5;5;5;5;0;5;0;0;2;1;10;4;1;1;1;2;3;32;3;99999998;98;10;8;4;97;98;98;1;8;1,13410338854158;,907612322959815
10559;20240922.47581.242;1989;99999998;99999998; ;1;8;2;0;0;0;0;1;0;0;0;0;0;0;1;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;5;5;4;3;3;8;5;4;4;5;6;5;6;4;6;5;7;4;3;6;4;4;6;2;3;4;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;2;1;2;8;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;5;1;1;1;1;2;1;51;3;99999998;32;10;1;1;99999998;99999998;10;1;2;1,20150885731019;1,20870420934653
10563;20240922.47219.242;1995;99999998;99999998; ;1;4;2;0;0;0;0;0;0;0;1;0;0;0;2;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;7;5;2;1;2;7;5;5;5;2;3;4;7;2;8;8;3;1;3;2;1;2;2;1;2;1;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;2;2;2;8;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;2;1;1;1;2;2;52;3;99999998;32;10;1;1;99999998;99999998;15;1;1;1,12227522041263;1,12899607414867
10565;20240922.45706.242;1962;99999998;99999998; ;1;2;2;0;0;0;1;0;0;0;0;0;0;0;1;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;4;5;5;1;5;8;5;5;5;5;4;5;2;5;5;5;5;1;1;1;2;1;6;1;1;5;6;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;1;1;2;8;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;0;1;1;1;2;99999998;99999998;32;3;99999998;31;10;1;8;99999998;99999998;10;2;1;2,53303445010757;2,54820377197966
10566;20240922.30227.242;1982;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;9;1;4;99999998;99999998; ;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;10;2;99999998;2;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Machenschaften der Pensionskassen. Man wollte nur den Umwandlungssatz senken, einfach hübsch verpackt.;37;36;46; ; ; ; ;99; ; ; ;8;6;3;3;8;0;8;1;6;5;7;2;0;8;10;10;9;5;5;2;3;1;1;5;2;3;6;1;1;1;2;1;1;3;3;4;1;2;2;4;1;1;1;2;3;8;1;4;98;1;1;4;2;2;2;0;2;10;0;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0;7;0;5;3;1;9;9;1;1;2;99999998;99999998;40;1;99999998;12;22;1;2;52;3;14;1;2;,905504477068945;1,38690189184457
10571;20240922.41714.242;1951;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;16;1;4;99999998;99999998; ;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;7;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;7;7;7;5;6;98;7;7;98;6;6;7;5;4;4;6;98;7;3;4;2;4;1;5;4;1;3;2;1;1;2;8;2;2;2;3;2;1;1;3;1;2;2;2;1;1;2;3;2;1;1;3;1;3;7;0;7;8;5;5;0;8;7;7;0;0;0;0;0;98;98;5;0;98;6;6;9;3;1;10;1;1;1;1;2;2;32;7;8;99999998;10;99999998;2;32;7;15;1;2;1,50644818813072;2,3073280088545
10574;20240922.42738.242;1953;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Die Initiative war zu radikal;51;52; ; ; ;Lebensmittel Grundversorgung;56; ; ; ; ;10;2;99999998;2;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Die gegensätzlichen Behauptungen der Politiker;54; ; ; ; ; ;Die kl. Renten bei div. Renter;31; ; ; ;5;7;5;3;4;5;6;7;3;6;0;7;8;0;5;5;5;5;4;5;3;5;5;3;1;1;5;3;1;1;4;2;3;1;1;1;3;2;2;2;1;3;8;8;8;2;4;8;98;98;98;8;1;2;4;4;2;0;0;4;3;0;6;2;0;0;0;0;0;0;0;4;0;0;3;5;5;3;1;10;4;1;1;1;2;5;32;7;3;32;10;1;1;99999998;99999998;4;1;2;,741262091870083;,640979516019081
10577;20240922.44845.242;1950;99999998;99999998; ;2;1;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;3;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Weil es nicht gut für die Landwirtscht ist;56; ; ; ; ; ;99; ; ; ; ;8;1;1;99999998;99999998; ;99; ; ; ; ; ; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;5;5;4;6;1;5;5;5;5;5;1;5;7;1;1;1;5;10;6;6;2;6;2;6;2;2;3;6;2;2;3;2;1;2;1;1;2;2;2;2;2;8;2;1;8;4;2;2;98;1;98;8;1;3;1;0;1;3;1;2;2;4;4;4;98;2;1;1;5;1;0;3;2;0;0;1;4;3;1;10;1;1;1;2;99999998;99999998;22;7;8;99999998;10;99999998;2;32;7;5;1;1;1,76625443859186;1,4135168893287
10582;20240922.48654.242;1977;99999998;99999998; ;1;3;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;4;8;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;2;3;4;3;1;3;4;4;4;1;2;3;4;2;2;1;3;5;6;4;4;5;2;6;1;2;6;5;8;8;2;3;2;3;3;2;3;8;8;3;2;4;2;8;3;8;3;8;98;1;1;8;4;3;4;1;4;0;1;1;2;3;0;2;2;0;1;1;4;0;1;0;1;0;1;1;0;5;1;4;1;1;1;8;99999998;99999998;32;3;99999998;33;10;1;1;99999998;99999998;98;2;2;,527225187661075;,444147095962008
10584;20240922.47611.242;1964;99999998;99999998; ;2;1;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Bauern in der Umgebung;56; ; ; ; ; ;99; ; ; ; ;98;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Zuviel auf einmal;30; ; ; ; ; ; ;99; ; ; ;98;8;9;98;6;6;98;8;5;5;5;9;9;98;8;7;7;6;6;5;5;6;3;4;1;1;6;6;1;1;2;3;2;3;2;1;2;1;1;2;2;2;1;1;3;2;2;3;2;1;1;1;4;3;10;7;10;98;8;98;6;8;8;8;9;4;4;4;10;7;6;9;4;4;9;3;9;1;2;10;1;1;2;1;1;4;32;3;99999998;32;10;1;2;32;1;9;2;1;,635484753144704;,714360786722057
10587;20240922.37338.242;1969;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;3;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;zu extrem;52; ; ; ; ; ;99; ; ; ; ;7;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;8;7;7;4;3;6;8;6;7;7;6;3;5;6;2;4;3;5;3;2;4;4;2;5;2;3;6;3;2;1;3;4;2;3;2;2;4;2;1;2;2;3;8;4;3;2;2;8;2;1;1;4;1;2;2;2;0;9;6;2;4;0;6;2;0;0;0;0;0;98;98;98;98;98;4;7;9;3;1;9;3;1;1;1;1;4;51;3;99999998;33;22;2;3;99999998;99999998;10;1;2;,456844986221911;,513548345814048
10589;20240922.40182.242;1945;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;9;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;7;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;6;7;6;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;2;4;3;4;4;4;2;3;5;4;1;1;2;3;2;3;2;2;2;2;3;3;2;3;1;2;1;2;2;8;98;1;98;2;1;3;4;4;7;7;7;3;1;1;1;1;1;1;7;1;1;3;4;5;1;1;6;1;5;3;1;9;9;1;1;1;1;4;51;7;2;99999998;10;99999998;8;99999998;99999998;4;2;1;1,0579933831387;1,18931096581886
10593;20240922.32481.242;1966;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;3;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Wir machen schon sehr viel für die Biodiversität. Wir müssen die Produkte beschränken und nicht den Produzenten.;31; ; ; ; ; ;99; ; ; ; ;3;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Zuviel auf einmal. Teile davon wären gut.;30; ; ; ; ; ; ;99; ; ; ;7;9;7;6;4;4;7;8;4;4;5;6;8;6;3;6;6;7;3;3;2;3;4;9;1;2;4;9;1;2;2;2;1;3;1;2;3;1;1;2;1;3;3;3;3;3;4;3;2;1;98;3;1;3;6;6;7;8;3;5;2;5;3;3;5;0;0;0;3;1;0;0;2;1;5;0;8;3;1;9;3;1;1;1;1;2;51;3;99999998;33;10;1;1;99999998;99999998;11;1;2;,456844986221911;,513548345814048
10597;20240922.33915.242;1981;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;9;1;4;99999998;99999998;Es ist wichtig, dass wir uns um die Biodiversität bemühen und eine nachhaltige Landwirtschaft fördern. Es sterben immer mehr Pflanzen- und Tierarten aus, was nicht wünschenswert ist. Zudem wurde die Initiative vom Bauernverband abgelehnt. Da dieser Verband a) nicht die Interessen derjenigen vertritt, die er behauptet zu vertreten sondern von sich an FENACO und Syngenta orientiert, und b) ganz grundsätzlich zu viel in der Politik zu Themen mitmischt, die den Verband nichts angehen, setze ich in Bezug auf solche Initiativen immer ein Zeichen und stimme gegen den Bauernverband.;22;44;42;33;16;15; ;Bauernverband hat die Initiative abgelehnt.;93; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;9;2;99999998;2;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Falsch gesetzter Ansatz. Man sollte sich in der Schweiz endlich darum bemühen, dass Kindergarten und Schulen zeitlich so ausgestaltet sind, dass Mütter 100% arbeiten können und nicht weiter diejenigen Arbeitnehmerinnen unterstützen, die gut ausgebilde;30;42; ; ; ; ;Eigennutzen. Gesenkter Umwandlungssatz und tiefere Einzahlungen im Alter.;37;31; ; ;6;5;6;4;6;1;9;8;4;3;4;5;1;5;6;9;2;5;1;3;2;1;1;3;3;5;1;2;1;1;3;2;2;3;3;3;2;2;3;3;3;3;2;1;3;3;1;4;2;1;1;3;1;3;7;6;3;8;0;0;2;7;0;0;98;0;0;3;0;0;0;0;0;0;6;0;9;4;1;10;9;1;1;2;99999998;99999998;52;3;99999998;32;10;1;8;99999998;99999998;10;2;1;,772743489759399;,680175229901215
10598;20240922.45902.242;1958;99999998;99999998; ;2;2;8;8;8;8;8;8;8;8;8;8;8;8;16;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;9;5;4;5;2;9;9;9;6;9;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;98;98;8;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;16;2;2;1;2;9;98;7;3;98;98;8;8;99999998;99999998;98;8;1;1,52143397078932;1,52143397078932
