CODERESP;SECURITYID;BIRTHYEARR;CONTROL1;CONTROL3;CONTROL3@;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;IMPORTANCE1;REASON1ACC1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON2ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON1DEN1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON2DEN1;REASON2DEN1_01;REASON2DEN1_02;REASON2DEN1_03;VOTE2;VOTE2A;VOTE2B;VOTE2C;IMPORTANCE2;REASON1ACC2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON1ACC2_04;REASON2ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON2ACC2_03;REASON1DEN2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON2DEN2;REASON2DEN2_01;REASON2DEN2_02;REASON2DEN2_03;VOTE3;VOTE3A;VOTE3B;VOTE3C;IMPORTANCE3;REASON1ACC3;REASON1ACC3_01;REASON1ACC3_02;REASON1ACC3_03;REASON2ACC3;REASON2ACC3_01;REASON2ACC3_02;REASON2ACC3_03;REASON1DEN3;REASON1DEN3_01;REASON1DEN3_02;REASON1DEN3_03;REASON2DEN3;REASON2DEN3_01;REASON2DEN3_02;REASON2DEN3_03;REASON2DEN3_04;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_6;TRUST_7;TRUST_8;TRUST_9;TRUST_10;TRUST_30;TRUST_33;TRUST_34;TRUST_38;TRUST_39;TRUST_40;TRUST_41;TRUST_42;LRSP;VALUE4;VALUE7;VALUE8;VALUE10;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;DIFFICUL3;DECTIME3;ARGU3_1;ARGU3_2;ARGU3_3;ARGU3_4;ARGU3_5;ARGU3_6;COVID1A;COVID1B;COVID1C;VACC;PFLEGE1;PFLEGE2_1;PFLEGE2_2;JUSTI_1;JUSTI_2;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSR;CONFESSD;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2;GEWVORL3
10811;20211128.71372.212;1961;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;9;1;4;99999998;99999998;10;Einsatz der Pflegenden;31; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;5; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;1;4;99999998;99999998;9; ;99; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ; ;9;8;7;8;7;8;8;6;6;8;8;8;0;8;9;9;0;8;6;4;9;9;2;1;1;1;1;1;4;8;4;1;1;8;8;8;8;8;8;1;1;1;2;1;4;8;2;3;8;3;1;4;8;8;8;8;3;8;5;6;7;2;0;0;5;5;3;5;0;0;8;5;0;5;0;0;0;7;0;7;1;2;8;9;2;2;2;1;1;51;3;99999998;32;10;1;1;99999998;99999998;98;8;2;0.433821226;0.445712613;0.465657976
10813;20211128.72495.212;1957;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;16;2;99999998;4;99999998;10; ;99999998; ; ; ; ;99999998; ; ;Es ist nicht Sache des Bundes die Löhne und Arbeitsbedingungen zu bestimmen.;53; ; ; ;99; ; ;1;4;99999998;99999998;10;Damit auch parteilose Kandidierende gewählt werden können. Das heutige System untergräbt das Vertrauen in unabhängige Gerichtsentscheide.;25;30; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;10; ;99999998; ; ; ;99999998; ; ;Die Willkür des fehlenden Abstimmungstextes betreffend die Zertifikatonspflicht. Die Impfung ist meines Erachtens nicht der einzige Ausweg aus der Pandemie. Die Regierung lehnt alle weiteren Vorschläge ab, was stutzig machen muss. Das Vertrauen in die Reg;55; ; ; ;99; ; ; ;4;3;2;0;2;1;2;2;5;2;2;2;8;5;8;1;8;1;5;6;6;6;6;1;1;3;2;2;3;1;3;1;1;1;1;1;4;3;8;1;1;3;3;4;1;2;1;1;1;1;5;8;2;2;2;1;8;0;0;0;1;0;1;3;1;3;3;3;2;1;0;1;1;1;1;1;1;0;3;1;2;1;10;1;1;1;2;1;2;32;7;3;32;21;3;1;99999998;99999998;98;8;2;1.11194669;0.890889158;1.218087151
10814;20211128.70176.212;1977;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;9;1;3;99999998;99999998;6;es gibt immer mehr alte menschen, diese müssen gepflegt werden. darum muss der beruf attraktiver werden;27; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;1; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;1;4;99999998;99999998;10;ich tage die Massnahme des Bundesrates;27; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ; ;8;8;7;8;5;8;8;3;5;8;7;7;0;5;10;8;3;8;5;4;1;1;6;1;2;1;1;2;2;1;3;8;2;3;3;3;2;1;1;1;1;2;2;2;4;3;3;1;1;3;1;6;2;3;4;4;2;8;1;0;3;0;0;0;8;0;0;1;0;1;0;0;2;0;0;0;1;10;0;10;2;1;10;9;1;2; ;2;99999998;52;3;99999998;33;10;1;1;99999998;99999998;15;1;2;0.34076517;0.524321602;0.409033687
10815;20211128.71711.212;1959;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;99;1;8;99999998;99999998;8; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;1;8;99999998;99999998;5; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;8; ;99; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ; ;9;8;98;5;7;9;8;98;6;7;8;7;98;98;8;98;3;98;98;9;4;1;5;1;1;1;1;1;8;2;4;8;8;1;2;1;3;2;3;1;1;3;8;2;3;3;3;3;1;3;1;4;8;3;8;8;8;1;0;2;5;1;1;1;0;1;3;1;0;0;0;0;98;98;98;98;98;5;98;6;4;1;98;18;1;2;2;1;2;98;7;98;99999998;23;99999998;8;99999998;99999998;98;8;8;0.922358636;1.005904262;1.01606552
10816;20211128.70852.212;1989;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;3;2;99999998;2;99999998;8; ;99999998; ; ; ; ;99999998; ; ;Sah die Vorteile gegenüber dem Gegenvorschlag nicht.;41; ; ; ;99; ; ;2;99999998;4;99999998;1; ;99999998; ; ; ; ;99999998; ; ;Losverfahren ist zufällig.;30; ; ; ;99; ; ;1;4;99999998;99999998;10;Covid Zertifikat ist wichtig zur Eindämmung der Pandemie;26; ; ;Finanzielle Unterstützung ist geregelt;42; ; ; ;99999998; ; ; ;99999998; ; ; ;9;8;7;5;8;10;7;7;8;7;7;8;0;10;10;9;0;10;7;2;2;1;3;2;1;2;1;1;2;2;3;1;1;3;3;2;1;1;1;1;1;1;1;1;4;3;4;2;1;3;1;4;2;2;4;8;1;7;6;7;6;7;2;0;7;0;5;0;0;10;0;0;6;10;5;0;3;6;3;10;3;1;7;3;1;1; ;2;99999998;51;3;99999998;32;10;2;1;99999998;99999998;11;1;1;0.851745934;0.783693347;0.682067921
10820;20211128.87183.212;1975;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;7;2;99999998;2;99999998;5; ;99999998; ; ; ; ;99999998; ; ;- Procedimento per migliorare la situazione poco chiare (istruzione, supporto istruzione, ecc.);16; ; ; ;99; ; ;2;99999998;4;99999998;8; ;99999998; ; ; ; ;99999998; ; ;#NAME?;32;31; ; ;99; ; ;2;99999998;4;99999998;10; ;99999998; ; ; ;99999998; ; ;#NAME?;25; ; ; ;99; ; ; ;6;7;5;3;7;7;5;3;7;3;5;7;8;7;8;7;7;6;10;6;5;6;6;2;2;2;3;2;2;3;1;1;1;8;4;3;1;1;1;1;1;2;1;4;1;1;1;3;1;3;1;6;4;1;4;2;3;8;8;8;5;6;5;6;6;6;4;0;6;8;7;7;0;6;0;0;0;8;0;7;3;1;10;1;1;1; ;2;99999998;51;3;99999998;33;10;2;1;99999998;99999998;7;2;2;0.48804147;0.404125555;0.477984023
10822;20211128.84453.212;1975;99999998;99999998; ;1;3;1;8;8;8;8;8;8;8;8;8;8;8;4;1;4;99999998;99999998;8; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;5; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;2;99999998;2;99999998;6; ;99999998; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ; ;7;5;0;4;98;9;0;5;98;6;6;4;7;7;9;7;0;8;5;3;1;5;3;1;1;2;1;1;1;1;3;1;1;8;2;8;2;2;2;2;2;3;3;1;2;3;4;1;1;2;1;5;4;8;3;4;1;5;0;0;9;3;7;3;10;2;0;4;7;0;0;2;3;2;2;0;2;5;0;8;4;1;10;4;1;1; ;2;99999998;32;3;99999998;33;10;1;1;99999998;99999998;10;2;2;0.504924111;0.695814296;0.746653647
10825;20211128.73816.212;1992;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;2;1;4;99999998;99999998;10;Arbeite in einem Pflegeberuf;14; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;3;99999998;99999998;8;98; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;10; ;99999998; ; ; ;99999998; ; ;Diskriminierend gegen ungeimpfte;58;55; ; ;99; ; ; ;5;5;5;0;8;8;5;2;6;5;1;1;6;8;10;8;4;5;4;2;5;2;8;1;1;1;1;1;4;4;4;8;8;8;8;8;8;8;8;1;1;4;4;4;1;4;1;2;8;3;3;1;1;4;8;8;2;8;0;0;0;0;0;0;7;0;0;6;8;7;0;2;8;6;6;8;8;2;2;5;2;2;5;2;2;2;2;1;2;51;3;99999998;32;10;2;3;99999998;99999998;11;1;1;0.269874086;0.25216954;0.218230648
10826;20211128.89199.212;1962;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;3;2;99999998;2;99999998;5; ;99999998; ; ; ; ;99999998; ; ;Contre-projet suffisant;41; ; ;Toutes les professions souffrent;22; ; ;2;99999998;2;99999998;10; ;99999998; ; ; ; ;99999998; ; ;La justice ne doit pas être le fruit du hasard;30; ; ; ;99; ; ;1;2;99999998;99999998;10; ;99; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ; ;5;5;3;98;4;7;6;1;5;3;5;5;1;5;5;8;1;8;7;3;5;2;3;1;1;1;2;2;1;2;2;1;1;2;2;2;3;1;1;1;3;2;2;2;2;3;2;3;1;3;1;6;3;1;3;3;3;8;0;3;8;0;0;0;8;0;6;0;0;0;0;0;4;0;0;0;0;5;0;7;2;1;6;3;1;2; ;2;99999998;33;2;99999998;99999998;10;99999998;2;21;1;98;2;2;0.454786417;0.49700814;0.488883533
10828;20211128.78484.212;1939;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;2;99999998;5; ;99999998; ; ; ; ;99999998; ; ;Gegenvorschlag;41; ; ;Gehört nicht in die Verfassung;52; ; ;2;99999998;4;99999998;8; ;99999998; ; ; ; ;99999998; ; ;Losentscheide gehören an die Kilbi;31; ; ; ;99; ; ;1;4;99999998;99999998;10;Aus Gesundheitlicher Sicht angenommen;37; ; ;Solidarität;44; ; ; ;99999998; ; ; ;99999998; ; ; ;8;5;5;4;2;8;8;2;2;8;8;5;0;5;5;5;0;3;6;4;4;4;4;2;3;2;3;3;2;1;1;1;1;4;4;3;2;1;2;1;1;1;8;1;4;8;4;2;1;3;1;8;3;8;4;8;2;8;8;0;8;2;0;0;0;8;0;0;0;0;0;0;98;98;98;98;98;98;98;8;4;1;10;10;1;1;1;1;5;32;7;3;32;10;1;3;99999998;99999998;5;1;2;1.335861956;1.33226145;1.709114415
10829;20211128.76808.212;1997;99999998;99999998; ;1;3;1;8;8;8;8;8;8;8;8;8;8;8;1;1;1;99999998;99999998;5;Wenn die Politik ihre willkürlichen Massnahmen aufgrund IS Betten/ Spitalüberlastung beschliesst, dann sollen sie endlich auch gut für das Personal sorgen anstatt Millionen für ungenügende gar gefährliche Impfstoffe verschwenden.;51; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;0;Die Pandemie gat gezeigt, was für Gesindel in userem Ständerat sitzt. Jeh weniger die alleine bestimmen können desto besser.;34; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;3;99999998;10; ;99999998; ; ; ;99999998; ; ;Die Politik mischt sich viel zu massiv in die Grundrechte jedes einzelnen ein. Jeder sollte selbst bestimmen können wie er sich bezüglich einer stärkeren Grippe verhält und wohin er gehen darf ohne dass es zuerst erlaubt werden muss. Diese ständige Panikm;58; ; ; ;99; ; ; ;1;0;98;0;98;9;98;98;98;9;0;0;10;5;9;7;10;5;7;3;2;8;6;1;2;1;2;1;8;3;3;1;1;8;2;1;2;4;4;1;1;4;4;4;1;1;1;3;3;3;3;5;3;3;1;1;1;0;0;0;5;0;0;0;10;2;0;5;10;10;0;3;10;7;7;98;5;0;98;5;2;2;0;1;1;1;2;1;1;32;3;99999998;33;10;1;1;99999998;99999998;9;1;1;1.66686192;1.471361412;1.464630995
10831;20211128.76185.212;1961;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;2;1;4;99999998;99999998;9;Stärken, Pflegeberuf;21; ; ; ;SP Empfehlung;92; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;8;99999998;5; ;99999998; ; ; ; ;99999998; ; ;Empfehlung SP;92; ; ; ;99; ; ;1;4;99999998;99999998;10;Bekämpfen, Virus;33; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ; ;7;5;9;5;5;9;6;10;5;10;10;9;98;9;9;9;0;6;2;1;2;1;1;1;1;1;1;1;3;4;4;2;1;3;3;2;2;2;3;1;1;1;1;1;4;4;4;2;1;3;1;4;8;3;3;8;3;10;8;0;0;0;0;0;0;5;5;0;0;0;0;0;9;98;0;5;0;9;8;0;1;1;10;2;1;1; ;2;99999998;32;3;99999998;33;23;1;2;52;1;11;1;1;0.465664817;0.496563546;0.521204742
10832;20211128.87831.212;1952;99999998;99999998; ;2;3;2;1;0;0;0;0;0;0;0;0;0;0;99;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;10;98;5;98;98;98;10;10;10;10;10;10;98;10;10;10;0;10;98;9;9;9;9;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;99999998;9;8; ;8;99999998;98;98;99999998;99999998;98;99999998;8;99999998;99999998;98;8;8;4.241450822;4.253450452;4.220446237
10834;20211128.80766.212;1988;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;12;1;4;99999998;99999998;9;Ich arbeite selbst in der Pflege. Bessere Bedingungen und eine gute Pflegequalität sind wichtig. Es ist wichtig das genügend Personal da ist, ausgebildetes Personal. Ein wichtiger Schwerpunkt war, dass das Personen länger im Beruf bleiben.;14;23;26; ;Das die Pflege mehr Gewicht gegeben wird, Löhne entsprechend angepasst werden;21;55; ; ;99999998; ; ; ;99999998; ; ;2;99999998;2;99999998;2; ;99999998; ; ; ; ;99999998; ; ;Eigentlich habe ich dem System bisher vertraut. Per Zufallslos, fand ich irgendwie auch merkwürdig.;21;30; ; ;99; ; ;1;2;99999998;99999998;9;Weil ich der bisherigen Massnahmen vertraut habe und deren Nutzen  für wichtig erachte. Es wäre unverantwortlich,  die Massnahme zu beenden, bei den hohen Zahlen.;27; ; ;Das Zertifikat ist z.b für Auslandsaufenthalte nützlich und wird überall sonst auch verwendet.;26; ; ; ;99999998; ; ; ;99999998; ; ; ;8;98;7;5;5;8;7;5;6;9;8;8;0;8;9;6;1;8;3;2;2;2;3;1;1;1;1;1;4;8;4;8;2;8;3;3;2;2;2;1;2;2;8;2;4;4;3;2;8;3;1;1;2;3;3;3;1;6;2;6;7;6;6;3;4;2;4;7;3;3;6;2;3;4;3;4;2;2;5;7;2;1;6;5;1;1;1;1;2;51;3;99999998;33;10;2;1;99999998;99999998;5;2;1;0.755931296;0.576655965;0.62095285
10835;20211128.71993.212;1939;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;16;1;4;99999998;99999998;9;Ausbildung anstrengend;26; ; ; ;Abgestimmte Arbeitsbedingungen und sozial passt es;21; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;3;99999998;6; ;99999998; ; ; ; ;99999998; ; ;Bestehende Lösung: angemessenes Abbild der Gesellschaft;21;25; ; ;99; ; ;1;4;99999998;99999998;9;Massnahmen zur Einfämmung der Epidemie;33; ; ;Zugang zur Impfung;34; ; ; ;99999998; ; ; ;99999998; ; ; ;8;9;6;5;8;10;8;5;8;7;9;7;8;9;8;9;9;9;98;4;4;9;9;1;2;3;2;2;1;4;3;1;1;3;3;2;1;1;2;1;1;1;2;1;4;1;4;8;8;8;8;8;8;8;3;8;3;7;6;8;5;3;5;4;5;8;7;98;3;3;3;2;5;98;7;98;2;7;98;2;1;1;10;3;1;1;2;1;2;33;8;8;99999998;10;99999998;2;60;1;9;1;2;0.725680892;0.726457721;0.75227508
10837;20211128.73602.212;1970;99999998;99999998; ;2;8;1;8;8;8;8;8;8;8;8;8;8;8;4;1;4;99999998;99999998;7;Augmentation du personnel soignant helvète;25; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;9;Diminuer l'importance des partis politiques;31; ; ; ;Augmenter le choix des juges;23; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;10; ;99999998; ; ; ;99999998; ; ;Faire cesser le traçage des personnes;57; ; ;Cesser cette discrimination;58; ; ; ;6;6;3;2;2;3;1;0;2;7;5;3;3;5;8;3;1;3;5;4;8;5;6;1;1;1;2;2;1;2;4;1;1;2;1;1;3;2;3;1;2;2;2;3;1;1;1;3;1;3;1;6;3;3;2;2;2;4;8;8;4;7;2;2;6;7;3;3;3;2;1;5;1;1;1;1;1;4;1;4;2;1;9;4;1;1;1;1;1;32;3;99999998;32;22;3;2;51;3;12;1;2;0.804847668;0.965957292;0.690102708
10838;20211128.71827.212;1987;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;4;2;99999998;2;99999998;5; ;99999998; ; ; ; ;99999998; ; ;Finanzielle Aspekte;21; ; ; ;99; ; ;2;99999998;4;99999998;5; ;99999998; ; ; ; ;99999998; ; ;Kein Zufallsverfahren befürworter;30; ; ; ;99; ; ;1;4;99999998;99999998;10;Damit die Pandemie beendet werden kann;32; ; ;Den Skeptiker aufzeigen, dass sie falsch liegen.;57; ; ; ;99999998; ; ; ;99999998; ; ; ;10;5;5;2;3;8;5;8;2;10;10;7;0;8;10;5;0;10;7;3;2;4;1;1;2;2;1;2;1;2;4;1;1;2;2;2;2;1;2;1;1;1;1;1;4;3;4;2;1;3;1;2;2;2;8;3;1;5;5;7;0;2;5;0;5;0;0;5;0;0;0;0;2;0;0;0;0;5;0;8;2;1;10;4;1;1;1;1;1;32;3;99999998;33;10;2;3;99999998;99999998;12;1;1;0.792804091;0.799165983;0.788131763
10842;20211128.84514.212;1977;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;5;2;99999998;8;99999998;8; ;99999998; ; ; ; ;99999998; ; ;J'appréhende une augmentation des coûts de la santé.;21; ; ; ;99; ; ;2;99999998;8;99999998;3; ;99999998; ; ; ; ;99999998; ; ;Le système de sélection des juges me semble bien fonctionner. Pourquoi le changer ? Je ne suis pas d'accord avec le fait que n'importe qui puisse devenir juge. Il faut des gens ayant des qualifications juridiques et des compétences démontrées. Et ça ne me;21; ; ; ;99; ; ;1;8;99999998;99999998;10;Le soutien financier apporté aux personnes et entités qui en ont besoin. Le traçage des contacts ne me choque pas dans une logique de pandémie. Je précise que je suis guéri du Covid et non-vacciné. Pour moi, la loi me semble bien faite: on peut voter pour;42; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ; ;10;7;4;0;0;3;5;7;7;8;5;7;5;8;10;10;98;10;98;3;6;5;4;1;3;1;1;1;1;1;1;1;3;8;2;2;1;1;1;1;3;4;4;8;4;4;4;2;1;3;3;6;4;1;4;8;3;5;0;0;10;10;0;2;0;6;0;0;0;0;0;0;0;0;0;0;0;5;0;10;4;1;10;5;2;2;1;1;6;52;3;99999998;33;21;1;2;52;3;6;1;2;1.365421564;0.962550146;0.764392064
10843;20211128.84701.212;1943;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;5;1;4;99999998;99999998;10;ist doch selbsverständlich;12; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;5; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;1;4;99999998;99999998;10;aus Sicherheitsgründen, meine Mitmenschen schützen;37; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ; ;3;6;5;4;5;5;6;5;8;8;5;8;8;8;10;8;8;5;5;1;4;1;1;1;1;1;1;1;1;3;3;1;1;1;1;1;4;1;1;1;1;1;3;1;4;3;1;3;2;1;1;6;1;4;3;4;2;5;0;0;5;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;3;0;5;3;1;8;5;2;2;2;1;2;32;8;3;33;10;1;2;32;8;7;1;1;1.617364015;1.724682603;1.810267305
10845;20211128.72882.212;1963;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;2;2;99999998;2;99999998;7; ;99999998; ; ; ; ;99999998; ; ;Der Bund bestimmt den Lohn;53; ; ; ;99; ; ;2;99999998;2;99999998;4; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;1;4;99999998;99999998;10;Unterstützung Bundesrat;24; ; ;gegen SVP, extreme Nein-Kampagne;56; ; ; ;99999998; ; ; ;99999998; ; ; ;8;7;6;5;98;8;8;98;6;6;8;8;98;8;8;7;0;8;4;3;2;3;3;1;3;1;1;1;1;1;8;2;3;8;3;2;2;2;2;1;1;1;2;1;4;4;4;2;1;3;1;5;2;3;8;4;2;8;0;0;10;2;2;5;0;5;2;2;0;0;0;0;0;0;0;0;0;8;0;10;3;1;9;5;1;1;1;1;2;52;3;99999998;33;22;2;3;99999998;99999998;98;1;2;1.238256901;1.079202617;1.315394796
10846;20211128.76693.212;1946;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;3;2;99999998;2;99999998;8; ;99999998; ; ; ; ;99999998; ; ;Abrechnung Krankenkasse verteuert Prämie massiv . Vielleicht unnötige Therapien;21; ; ; ;99; ; ;2;99999998;4;99999998;7; ;99999998; ; ; ; ;99999998; ; ;Keine Würfel Wahl;31; ; ; ;99; ; ;1;4;99999998;99999998;8;Weil es nötig ist;12; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ; ;5;6;5;5;6;5;6;5;7;5;7;5;3;8;8;7;4;5;5;5;4;4;4;1;2;1;2;1;1;1;3;1;1;3;3;3;1;2;2;1;1;2;2;2;3;2;3;2;1;2;1;2;3;1;3;4;3;7;2;8;8;5;8;8;7;4;6;98;1;3;3;8;5;3;5;2;2;6;4;7;2;1;10;3;1;1;1;1;2;51;7;1;11;10;1;8;99999998;99999998;3;1;2;0.864269525;0.871204894;0.859176021
10848;20211128.76495.212;1957;99999998;99999998; ;2;1;1;8;8;8;8;8;8;8;8;8;8;8;2;1;4;99999998;99999998;10;Das Pflegepersonal ist sehr wichtig, besonders für uns älteren der Babyboomer Jahrgänge!;23; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;3; ;99999998; ; ; ; ;99999998; ; ;Lösle ist einfach idiotisch!;30; ; ; ;99; ; ;1;4;99999998;99999998;10;Meine Meinung: der Bund muss das bestimmen! Kantönliwirtschaft geht gar nicht!;21; ; ;Wer nicht impft ist asozial!;502; ; ; ;99999998; ; ; ;99999998; ; ; ;7;5;5;4;3;5;4;7;3;5;4;3;0;6;9;5;0;3;0;2;3;2;1;1;1;1;1;1;2;3;4;2;2;3;3;2;2;1;1;1;1;1;3;1;3;3;4;3;1;3;1;4;1;4;8;8;2;7;0;3;0;2;2;0;7;5;2;0;7;3;0;5;0;4;5;1;0;5;4;5;3;1;8;2;1;1; ;2;99999998;32;7;3;33;23;8;8;99999998;99999998;98;1;2;0.39427537;0.307949925;0.303690246
10849;20211128.83658.212;1987;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;5;1;4;99999998;99999998;10; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;2;99999998;5; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;1;4;99999998;99999998;10; ;99; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ; ;7;8;5;4;98;8;6;8;98;8;7;8;98;9;9;8;2;9;2;1;1;1;2;8;1;1;1;1;8;2;2;1;3;2;3;8;2;1;2;1;1;2;8;1;4;4;4;1;1;3;1;2;1;4;4;4;1;8;0;0;7;0;0;0;8;0;0;0;8;0;5;0;2;2;4;2;2;6;3;10;4;1;10;5;1;1; ;2;99999998;52;3;99999998;33;22;1;2;31;3;11;1;1;1.064257248;1.134874985;1.191191397
